title,text,rating,parent_asin,sentiment,cluster
Quality,Great quality! And last for hours. Use it every day at work and has been great!,5,B07S4MFN8Z,positive,3
"Good value, good product","I needed a larger micro for my phone, so tried this one. So far so good! Happy with the performance and the price.",5,B06XX29S9Q,positive,0
Faster alternative solution to sticker thermal labels...,"I actually print labels from my brother thermal printer, then I would wrap the sticker label around the cords. Sometimes I don't align the sticker properly and the entire label is messed up. The process can be a bit tedious. These velcro labels are simple and easy to use, all you need is a sharpie. A nice change of pace. When I run out of these labels, I may get more and avoid thermal labels forever. 5-Stars!",5,B08G8L5C2H,positive,4
Five Stars,Love it!!! Easy to use.,5,B010BWYDYA,positive,3
Disappointed returned.,"I own multiple pairs of wireless earbuds. Apple pro, Samsung buds+ and these. I wear a headphone nearly 24/7. I sleep with them in to cancel out my partners snoring and to listen to something while I do everything. I decided to return the Sony pair. Unlike the other two, these were the largest devices. Even though I could fit them to my ear, after an hour they would be drooping and falling out. I could never get them to stay in my ears. There is nothing to keep them inside my ear and they are not balanced weight wise. The sound was comparable to the AirPod pros. Because they droop, they would initially do great canceling out noise, but would fail as they fell out. Overall I thought they were just ok in comparison to the Samsung for fit and apple for sound quality. The case does not have wireless charging unlike the other two. The Bluetooth connection was less reliable in comparison. It frequently disconnected when worn throughout the day and dropped the connection at a shorter distance. Disappointed.",2,B07T85W8P7,negative,2
and the stick is super small. I dont foresee this lasting long either ...,"Looks fake, and the stick is super small. I dont foresee this lasting long either in direct sunlight.",2,B0BKFSYQ8D,negative,3
Absolutely satisfied with this purchase.,These are easy to use and secure cables and other items well. I will probably order more when I run low. I have had these for a few months now and I am still very satisfied with the purchase. The plastic loop at the end functions much better that the cheaper versions with just a hole at the end of the fabric. Great for the price.,5,B08R5NGMS1,positive,4
Over rated !,Over rated !,3,B00PXLX2TC,neutral,3
Good Radio,"When I was a kid and I got my ham license, a 10 watt handheld didn't exist. This radio works well, and while I don't have the tools to test the output power, it does go further than my old 5 watt did. Of course, there is the question of the amount of radiation that is now right next to my head. I'm thinking of putting an antenna on my car and running the cable to this radio to act like a very cheap mobile rig... Anyway, it was fun playing and the price is amazing, so I recommend this radio.",5,B088D1YGZ8,positive,2
You can't beat these for the price,All of my grandchildren are getting headsets for Christmas. These are noise cancelling and work with most devices. You just can't beat the quality for the price. You can buy several of these for what you would pay for one of the others. You will be surprised by the headphones.,4,B07JFJ8HPX,positive,2
Good size,I needed this because it is shorter and has the extra spaces for the USB ports which I needed. I understand it's also good with Alexa but I have not yet set it up,5,B09TNV7Q69,positive,1
Coral,Received the coral bag as a exchange when There was an issue with another product. So cute! Perfect spring/summer color. I love it Wonderful customer service,5,B07MT8XFGR,positive,3
It's ok,I just received this case it's nice but the thing that I am disappointed about is that there isn't a slot for the power button if you wanted to keep the kindle in the case and charge it or if it goes to sleep you have to take it out the case to do these things. Other than that a good looking case,3,B00BBH8FU8,neutral,0
Small footprint,[[VIDEOID:24faae51cb79e282004701759acff681]] This seems like a nice unit. It has a small footprint and is very manageable to put in a car or truck I like the humidity sensor too - I can see that being helpful Overall this seems nice. I like the design and think it seemed straightforward to use,5,B0B7RRK3MJ,positive,3
Right one will not charge,"I got these because of the good reviews. They are useless. The right one does not charge and yes, I took off the protective film. What a waste. I have no idea why these have good reviews. Maybe I got a bad pair but getting to my local post office for a return is a huge hassle when you are mobility impaired so I guess I will just trash them. I am not a happy customer at all. I suppose I should have paid attention to where they were made or something. My advise is to stay away from these.",1,B0B3QYHGWJ,negative,4
Great alternative to more e pensive brands,"If you want a more affordable action cam and don’t care about the latest in technology, this is a great camera. I’ve been using it while doing small projects and it has fit the bill perfectly. Saved me a ton of money and does everything I need it to.",4,B0BLC84MWS,positive,1
Lots of options and configurations can be done with this unit.,"Lots of options and configurations can be done with this unit. JideTech HDMI KVM Switch 2 Port Dual Monitor Extended Display with USB 2.0 Hub and Audio Microphone Output. What I really like about this unit is I could hook up monitors, speakers, and microphones all at the same time to give a good audio and video experience. OZ",5,B08L98GFBK,positive,1
